z [cm];W [rad];W' [rad/cm];MT,tot [kNcm];MT,primario [kNcm];MT,secondario [kNcm];Bimomento [kNcm^2]
110;0,0034293504000330595;0,003229693161191434;-5,087656352518339;3,818215026119651;-8,90587137863799;-559,5384046074752
111;0,003432872688280916;0,0031107412325846384;-5,087656352518335;3,677587412744506;-8,765243765262841;-550,7030335592373
112;0,0034362638539907706;0,002993667610151597;-5,087656352518335;3,53918037466811;-8,626836727186445;-542,0071768914337
113;0,003439525967648396;0,002878442634615162;-5,087656352518336;3,402958848033925;-8,490615200552261;-533,4486316072021
114;0,003442661067045689;0,0027650371150319524;-5,087656352518335;3,268888322659997;-8,356544675178332;-525,0252294959637
115;0,0034456711577969213;0,0026534223213971605;-5,087656352518335;3,1369348332961984;-8,224591185814534;-516,7348365841343
116;0,0034485582138468387;0,002543569977366129;-5,087656352518334;3,007064951019512;-8,094721303537845;-508,57535259450395
117;0,003451324177970738;0,0024354522530908532;-5,087656352518335;2,8792457747651867;-7,966902127283522;-500,5447104141569
118;0,0034539709622666472;0,0023290417581696204;-5,087656352518334;2,75344492299164;-7,841101275509974;-492,6408755707913
119;0,003456500448639734;0,0022243115347079434;-5,087656352518335;2,6296305254769465;-7,7172868779952815;-484,8618457173087
120;0,0034589144892790643;0,0021212350504890955;-5,087656352518335;2,5077712152448863;-7,595427567763221;-477,2056501245429
121;0,003461214907126835;0,0020197861922524717;-5,087656352518334;2,387836120618478;-7,4754924731368115;-469,6703491819966
122;0,0034634034963401937;0,00191993925907808;-5,087656352518337;2,2697948573989746;-7,357451209917312;-462,2540339064644
123;0,0034654820227457703;0,0018216689558755153;-5,087656352518337;2,153617521168387;-7,2412738736867235;-454,95482545841224
124;0,003467452224287028;0,0017249503869757347;-5,087656352518335;2,0392746797135355;-7,126931032231871;-447,770874665996
125;0,0034693158114645507;0,0016297590498240118;-5,0876563525183345;1,9267373655697206;-7,014393718088055;-440,70036155659375
126;0,0034710744677693803;0,0015360708287724982;-5,087656352518336;1,8159770686821533;-6,90363342120049;-433,7414948957366
127;0,0034727298501095105;0,0014438619889707996;-5,087656352518334;1,7069657291832565;-6,79462208170159;-426,8925117333195
128;0,0034742835892296446;0,0013531091703530137;-5,087656352518335;1,5996757302840074;-6,687332082802343;-420,1516769569786
129;0,003475737290124326;0,0012637893817197335;-5,087656352518334;1,4940798912775515;-6,581736243795885;-413,51728285251914
130;0,0034770925324445466;0,0011758799949134653;-5,087656352518335;1,3901514606532523;-6,477807813171588;-406,98764867128637
131;0,0034783508708979326;0,0010893587390860627;-5,087656352518337;1,287864109319523;-6,37552046183786;-400,56112020436495
132;0,0034795138356426124;0,0010042036950566532;-5,087656352518339;1,1871919239336433;-6,274848276451982;-394,23606936350745
133;0,0034805829326748647;0,0009203932897586574;-5,087656352518335;1,0881094003369016;-6,175765752855237;-388,01089376867264
134;0,003481559644210646;0,0008379062907744967;-5,087656352518335;0,990591437093405;-6,078247789611741;-381,8840163420831
135;0,003482445429061092;0,0007567218009566059;-5,087656352518332;0,8946133291309206;-5,982269681649252;-375,85388490868996
136;0,0034832417230020937;0,0006768192531333731;-5,087656352518334;0,8001507614821212;-5,887807114000455;-369,91897180294603
137;0,003483949939138031;0,0005981784048986818;-5,087656352518338;0,7071798031246639;-5,794836155643002;-364,07777348179036
138;0,00348457146825977;0,0005207793334837292;-5,087656352518335;0,6156769009185421;-5,7033332534368775;-358,32881014374186
139;0,0034851076791970023;0,00044460243070981297;-5,087656352518334;0,5256188736391567;-5,61327522615749;-352,6706253540081
140;0,003485559919165024;0,00036962839802081454;-5,087656352518336;0,43698290610460744;-5,524639258622944;-347,1017856755147
141;0,003485929514106036;0,000295838241594148;-5,087656352518334;0,3497465433957483;-5,437402895914082;-341,6208803057599
142;0,0034862177690250565;0,0002232132675288748;-5,087656352518335;0,2638876851674698;-5,351544037685805;-336,2265207194036
143;0,0034864259683205306;0,0001517350771098212;-5,087656352518336;0,17938458004983304;-5,267040932568169;-330,91734031650094
144;0,003486555376109717;8,138556214646459e-05;-5,0876563525183345;0,09621582013759813;-5,183872172655932;-325,6919940762882
145;0,003486607236548938;1,214690038543742e-05;-5,087656352518336;0,014360335566783794;-5,10201668808512;-320,5491582164384
146;0,003486582774148773;-5,599844900453562e-05;-5,087656352518336;-0,06620261082313988;-5,021453741695196;-315,48752985769585
147;0,0034864831940842732;-0,00012306774987642499;-5,087656352518335;-0,14549342874279578;-4,942162923775539;-310,5058266938056
148;0,0034863096825002798;-0,00018907799347848715;-5,087656352518334;-0,2235322056234559;-4,864124146894878;-305,60278666665596
149;0,0034860634068119207;-0,0002540459027587944;-5,087656352518334;-0,3003387117059525;-4,787317640812381;-300,77716764655156
150;0,003485745516000362;-0,0003179879366018391;-5,087656352518336;-0,3759324050492853;-4,711723947469051;-296,02774711753204
151;0,003485357140903887;-0,00038092029399815815;-5,087656352518334;-0,4503324364600448;-4,637323916058289;-291,35332186766254
152;0,0034848993945043863;-0,00044285891814820153;-5,087656352518334;-0,5235576543440961;-4,564098698174237;-286,7527076842134
153;0,0034843733722093127;-0,0005038195005013521;-5,087656352518335;-0,5956266094815985;-4,492029743036737;-282,2247390536532
154;0,003483780152129196;-0,0005638174847311652;-5,087656352518337;-0,666557559726622;-4,421098792791715;-277,76826886637906
155;0,0034831207953507667;-0,0006228680706478551;-5,087656352518335;-0,7363684746325755;-4,35128787788576;-273,3821681261095
156;0,003482396346205772;-0,0006809862180490083;-5,087656352518335;-0,8050770400046053;-4,28257931251373;-269,0653256638658
157;0,0034816078325355434;-0,0007381866505094597;-5,087656352518338;-0,8727006623800724;-4,214955690138265;-264,8166478564703
158;0,003480756265951392;-0,0007944838591113458;-5,087656352518331;-0,9392564734383022;-4,148399879080029;-260,63505834948904
159;0,003479842642090885;-0,0008498921061152733;-5,087656352518334;-1,0047613343407231;-4,08289501817761;-256,5194977845498
