z [cm];W [rad];W' [rad/cm];MT,tot [kNcm];MT,primario [kNcm];MT,secondario [kNcm];Bimomento [kNcm^2]
190;0,001470240665727565;0,0002047812805941092;511,3975618759247;259,4988387688552;251,8987231070695;-34629,696455991805
191;0,0014742873118975919;0,00019987733990533746;511,3975618759247;253,28456512804362;258,112996747881;-34884,69851653482
192;0,0014782355165345444;0,00019493698061444679;511,3975618759246;247,02414183462696;264,37342004129766;-35145,93783261341
193;0,001482084542444184;0,00018995931940340248;511,3975618759246;240,7164495479916;270,681112327933;-35413,46111285458
194;0,0014858336346994805;0,000184943466284724;511,3975618759246;234,36036047600226;277,03720139992237;-35687,31618943492
195;0,0014894820205056348;0,00017988852444235842;511,3975618759246;227,9547381733566;283,44282370256803;-35967,55202663291
196;0,001493028909061906;0,0001747935900713331;511,39756187592457;221,4984373383933;289,8991245375313;-36254,21872958349
197;0,0014964734914202189;0,0001696577522161587;511,3975618759247;214,9903036083163;296,40725826760837;-36547,367553236705
198;0,001499814940340527;0,00016448009260795353;511,3975618759246;208,42917335279873;302,9683885231259;-36847,0509115219
199;0,0015030524101429055;0,00015925968550026075;511,39756187592457;201,8138734659304;309,5836884099942;-37153,32238671914
200;0,001506185036556346;0,000153995597503528;61,397561875924595;195,14322115647067;-133,74565928054608;-37466,23673903949
201;0,0015092121482063324;0,00014871863392296896;61,39756187592465;188,45625290718627;-127,05869103126162;-37335,83650677225
202;0,001512133901428681;0,0001434595977616903;61,39756187592464;181,79200228361395;-120,39444040768932;-37212,11178448019
203;0,0015149506453636119;0,0001382175487234073;61,39756187592464;175,14927774230173;-113,7517158663771;-37095,04045063889
204;0,0015176627103760726;0,00013299154954907026;61,39756187592462;168,52689158858183;-107,12932971265721;-36984,60157332531
205;0,0015202704081148048;0,00012778066584928595;61,39756187592461;161,92365976421516;-100,52609788829055;-36880,77540647517
206;0,0015227740315680654;0,0001225839659372523;61,397561875924595;155,33840163568613;-93,94083975976153;-36783,54338635248
207;0,0015251738551160143;0,00011740052066217628;61,39756187592464;148,76993978310978;-87,37237790718514;-36692,88812823037
208;0,0015274701345797696;0,00011222940324314497;61,39756187592461;142,2170997897133;-80,8195379137887;-36608,79342328275
209;0,0015296631072671493;0,00010706968910342081;61,397561875924595;135,67871003185485;-74,28114815593025;-36531,24423568632
210;0,0015317529920150998;0,00010192045570513048;61,39756187592462;129,15360146954134;-67,75603959361672;-36460,2266999321
211;0,0015337399892288244;9,678078238431866e-05;61,39756187592462;122,6406074374086;-61,24304556148398;-36395,72811834642
212;0,0015356242809176147;9,164975018633657e-05;61,397561875924616;116,1385634361257;-54,74100156020108;-36337,7369588206
213;0,0015374060307273923;8,652644170153642e-05;61,397561875924595;109,64630692418696;-48,248745048262364;-36286,242852749005
214;0,001539085383969969;8,140994090124185e-05;61,39756187592461;103,16267711005368;-41,76511523412907;-36241,236593175265
215;0,001540662467649028;7,629933297396543e-05;61,39756187592461;96,686514744609;-35,28895286868439;-36202,71013314602
216;0,0015421373904828308;7,119370416184363e-05;61,397561875924595;90,21666191388823;-28,81910003796364;-36170,656584272205
217;0,001543510242923657;6,609214159726046e-05;61,39756187592459;83,75196183204845;-22,354399956123864;-36145,07021549738
218;0,0015447810971739757;6,099373313962992e-05;61,39756187592464;77,29125863453903;-15,893696758614396;-36125,94645207311
219;0,0015459500071993552;5,589756721230874e-05;61,39756187592462;70,83339717143764;-9,435835295513016;-36113,28187474099
220;0,0015470170087381126;5,080273263960984e-05;61,39756187592458;64,37722280091359;-2,979660924989008;-36107,074219121256
221;0,0015479821193077029;4,570831848388741e-05;61,39756187592464;57,92158118278213;3,475980693142514;-36107,32237530795
222;0,0015488453382078507;4,061341388266461e-05;61,39756187592462;51,465318072112595;9,932243803812032;-36114,02638767048
223;0,001549606646520427;3,551710788577479e-05;61,39756187592458;45,00727911285381;16,390282763070775;-36127,18745486157
224;0,0015502660071060642;3,041848929248698e-05;61,39756187592463;38,5463096314395;22,85125224448513;-36146,80793003151
225;0,0015508233645975173;2,531664648858633e-05;61,397561875924566;32,0812544303366;29,316307445587963;-36172,89132124898
226;0,0015512786453897635;2,0210667283381265e-05;61,39756187592458;25,610957581500738;35,78660429442384;-36205,44229212819
227;0,0015516317576268427;1,5099638746606598e-05;61,39756187592462;19,13426221969988;42,26329965622474;-36244,466662662766
228;0,0015518825911854336;9,982647045195547e-06;61,39756187592464;12,650010335671798;48,747551540252836;-36289,97141026638
229;0,0015520310176551644;4,858777279889236e-06;61,39756187592462;6,15704256907564;55,24051930684898;-36341,964671020156
230;0,001552076890315653;-2,7288667834353425e-07;61,397561875924595;-0,3458019987969266;61,743363874721524;-36400,455741127545
231;0,0015520200441102735;-5,413262352106975e-06;61,397561875924545;-6,859686052589959;68,2572479285145;-36465,455078576306
232;0,0015518602956166461;-1,0563268821627942e-05;61,39756187592462;-13,385774250766929;74,78333612669155;-36536,97430500845
233;0,0015515974430138412;-1,5723826889084038e-05;61,397561875924566;-19,925233433847293;81,32279530977186;-36615,026207798095
234;0,001551231266046294;-2,089585924323978e-05;61,39756187592462;-26,479232833033446;87,87679470895807;-36699,624742337815
235;0,001550761525984424;-2,608029062441982e-05;61,39756187592459;-33,048944279264795;94,44650615518938;-36790,785034533816
236;0,0015501879655819518;-3,127804798984906e-05;61,397561875924616;-39,63554241273673;101,03310428866135;-36888,523383510386
237;0,0015495103090299024;-3,6490060679389456e-05;61,397561875924595;-46,24020489292232;107,63776676884692;-36992,857264524144
238;0,0015487282619072945;-4,171726058170221e-05;61,39756187592458;-52,864112609133045;114,26167448505763;-37103,805332088516
239;0,001547841511128496;-4,6960582300866235e-05;61,39756187592462;-59,50844989165769;120,90601176758231;-37221,38742330912
240;0,0015468497248872478;-5,2220963323482024e-05;61,39756187592458;-66,17440472351642;127,571966599441;-37345,62456143052
241;0,001545752552597337;-5,749934418629038e-05;61,39756187592462;-72,86316895286717;134,2607308287918;-37476,5389595952
242;0,001544549624829914;-6,279666864433762e-05;61,39756187592458;-79,57593850610463;140,97350038202921;-37614,15402481504
243;0,0015432405532474385;-6,81138838397146e-05;61,397561875924595;-86,31391360168632;147,71147547761092;-37758,49436215663
244;0,0015418249305342482;-7,345194047090299e-05;61,39756187592462;-93,07829896472828;154,4758608406529;-37909,58577914029
245;0,0015403023303237305;-7,881179296275641e-05;61,39756187592454;-99,87030404240494;161,26786591832948;-38067,45529035461
246;0,0015386723071220917;-8,419439963714789e-05;61,39756187592458;-106,69114322019381;168,0887050961184;-38232,13112228636
247;0,0015369343962287018;-8,960072288431446e-05;61,39756187592455;-113,54203603900329;174,93959791492784;-38403,64271836748
248;0,00153508811365301;-9,503172933492907e-05;61,397561875924566;-120,42420741322212;181,8217692891467;-38582,02074423922
249;0,001533132956028008;-0,00010048839003293038;61,39756187592461;-127,33888784972937;188,73644972565398;-38767,29709323529
250;0,0015310684005202298;-0,00010597168060914216;-388,60243812407555;-134,28731366790495;-254,3151244561706;-38959,50489208405
251;0,0015288941163783742;-0,00011145083495096386;-388,60243812407543;-141,2304980498614;-247,37194007421405;-38708,66509718795
252;0,0015266105998080481;-0,00011689508620625201;-388,6024381240755;-148,12945324056255;-240,47298488351294;-38464,74626895973
253;0,001524218539126606;-0,00012230540778706742;-388,60243812407555;-154,98541274777185;-233,61702537630367;-38227,70479561184
254;0,0015217186032441153;-0,00012768276703897043;-388,60243812407555;-161,7996023917833;-226,8028357322922;-37997,49829500237
255;0,001519111441782955;-0,00013302812541397818;-388,60243812407555;-168,57324052459316;-220,0291975994824;-37774,0856070574
256;0,0015163976851939659;-0,00013834243864246915;-388,60243812407543;-175,30753824773691;-213,29489987633855;-37557,42678641167
257;0,0015135779448691732;-0,000143626656904064;-388,60243812407543;-182,00369962882988;-206,59873849524558;-37347,48309526647
258;0,0015106528132510996;-0,00014888172499751418;-388,60243812407555;-188,66292191685;-199,93951620722552;-37144,21699646354
259;0,001507622863938694;-0,00015410858250962845;-388,60243812407555;-195,28639575620116;-193,31604236787436;-36947,59214677348
260;0,0015044886517898873;-0,0001593081639832677;-388,6024381240755;-201,87530539959684;-186,72713272447865;-36757,573390397796
261;0,0015012507130207995;-0,00016448139908443757;-388,60243812407543;-208,43082891979927;-180,17160920427617;-36574,12675268312
262;0,0014979095653016136;-0,00016962921276850954;-388,60243812407555;-214,9541384202553;-173,64829970382024;-36397,21943404667
263;0,0014944657078491321;-0,00017475252544559916;-388,60243812407555;-221,44640024466327;-167,15603787941228;-36226,819804111816
264;0,0014909196215160364;-0,0001798522531451324;-388,6024381240755;-227,90877518551176;-160,69366293856373;-36062,897396052686
265;0,0014872717688768596;-0,00018492930767962816;-388,60243812407555;-234,3424186916248;-154,26001943245072;-35905,42290114685
